,Book Title,Book Link,Book Author,Book Review,Book Type
6,The People in the Trees,https://www.amazon.co.uk/dp/1509892982?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Hanya Yanagihara,"You have to suspend a lot of disbelief for this tale of anthropologists, scientists and life-prolonging turtle meat, but it is worth it. This is a story of personal and cultural destruction, of how the road to hell is paved with good intentions and how ambition can have some totally unforeseen consequences. There is also a question of whether the narrator, in describing  the rituals of the Ivi-ivuans, is reliable or fantasising.",Fairly Bleak
7,"Every Day, Every Hour",https://www.amazon.co.uk/dp/0701186941?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Natasa Dragnic,"This passionate and overly dramatic love story begins when frail 5 year old Luka faints when he first sees precocious 2 year old Dora who revives him with a declaration of love and a kiss. Unfortunately for a novel whose success hinges on the lead characters’ chemistry, Luka is annoyingly indecisive compared to Dora’s forceful proactive nature. An undemanding read with clever linguistic features, hyperbolic language, and unashamed romanticism.<br />",Fairly Bleak
8,Stormy Weather,https://www.amazon.co.uk/dp/1538729571?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Carl Hiaasen,"Very violent and very, very funny.  If Florida is really is like this then it's probably not a good holiday destination for your granny.




",Fairly Bleak
9,The Girl in the Flammable Skirt,https://www.amazon.co.uk/dp/B0097AXA06?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Aimee Bender,"Reading these unsettling but addictive short stories, you will find yourself suddenly slipping from the familiar world into a surreal alternative reality, like Alice. Call it experimental fiction or magical realism, this is the modern day Freudian equivalent of Grimms' fables in which the author explores the 'bizarre beauty of the unconscious'.<br /><br />",Fairly Bleak
10,Borderlines,https://www.amazon.co.uk/dp/0008123012?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Michela Wrong,"North Darrar and Darrar do not exist. They are an amalgam of Eritrea, Ethiopia, Somalia and Somaliland. This does not matter. This book is about hope, and the betrayal of hope, about realpolitik. It is about people trying to do their best in difficult circumstances. The personal becomes political, and the political personal.  A compelling story of Africa.",Fairly Bleak
11,The Houdini Girl,https://www.amazon.co.uk/dp/B01LP7OHGY?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Martyn Bedford,"Red is a magician who performs complicated illusions on stage.  When his girlfriend, Rosa, is killed in strange circumstances he discovers that her life was an illusion of a different kind.  As he sets out to find out what really happened we learn a lot about magic and concealment as well as Rosa's secrets.


",Fairly Bleak
12,Slow Air,https://www.amazon.co.uk/dp/0330488805?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Robin Robertson,"Dedicated to the memory of the poet's father, Slow Air is a book which deals with mortality and the passing of time head on.  These poems are beautifully phrased and very moving.  The natural world is a constant backdrop, and in their reflecting on the changing seasons the poetry recalls Wordsowrth.  Poetry on which to pause and reflect.
",Fairly Bleak
13,The Stone of Laughter,https://www.amazon.co.uk/dp/B01FKTGRPC?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Hoda Barakat,"Set in war-ravaged Beirut, this is the story of Khalid – a man drained of morality.  The cynical observations make this a challenging read – but if you are prepared to understand, or a least sympathise with a man for whom violence has won, it will certainly make you think.<br />
<br />
<br />
<br />
<br />
",Fairly Bleak
14,One Man's Justice,https://www.amazon.co.uk/dp/1841954799?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Akira Yoshimura,"I was gripped from beginning to end.  This is a haunting depiction of a man on the run trying to make sense of a world he no longer recognises.<br />
",Fairly Bleak
15,If I Close My Eyes Now,https://www.amazon.co.uk/dp/B01LPD8FRU?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Edney Silvestre,"Filtered through childhood eyes, this story of incest, exploitation and corruption in high places is told in deceptively simple prose. The back story of Brazil as it lurches into the developing world permeates the whole book and provides a haunting back-drop to unlikely friendships in a time of innocence and hope.",Fairly Bleak
16,Like People in History,https://www.amazon.co.uk/dp/0349108382?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Felice Picano,"Don't be put off by the size of this book.  Once you've got into it, it's a  fascinating insight into gay life and subculture over the last half of the twentieth century.  Told through the stories of two cousins, whose lives regularly inter link over the years, there is a very vivid sense of place, time and people you care about.



",Fairly Bleak
17,The Last Vampire,https://www.amazon.co.uk/dp/0743417208?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Whitley Strieber,"A compelling chase thriller, a paean to a dying race, a story of doomed love: this vampire tale breaks the genre boundaries with style.  Apart from a strong stomach, you will need a supply of handkerchieves and a large vodka to do it justice.

",Fairly Bleak
18,Children of the Jacaranda Tree,https://www.amazon.co.uk/dp/B00B1TJDQ6?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Sahar Delijani,"I was deeply moved by the portrayal of two generations of Iranian citizens at the mercy of a tyrannical political regime. A story of humanity and suffering at a time of unrest, the author paints a bleak picture of the punishment metered out to anyone daring to voice an opinion. The story is intimate; following first the parents and then their grownup children as history repeats itself with the bittersweet aftershocks felt for years to come. ",Fairly Bleak
19,Stone and Sea ,https://www.amazon.co.uk/dp/000651071X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Graham Edwards,"Although this is the second book in a trilogy it can be read as a novel in its own right.
Not easy to get into, but worth persevering through the complexities of a new, weird
and vertical world as the story line is uniquely inventive.  Stay with the first 50 pages and you'll be drawn gradually into this fantasy world of Archan - an evil dragon intent on reeking revenge on a society that cast her into the abyss.




",Fairly Bleak
20,A Golden Age,https://www.amazon.co.uk/dp/1847679765?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Tahmima Anam,"This a moving account of Rehana and the extraordinary lengths she takes to protect her two children during the Bangladesh War of Independence (1971).  It also charts the emotional tension of her own struggle of identity and belonging, whilst honouring the memory of her dead husband.",Fairly Bleak
21,Finbar's Hotel,https://www.amazon.co.uk/dp/0330370073?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Dermot Bolger,"In these portraits of the inhabitants of a fading Dublin hotel, you get a strong sense of lonely people carrying secrets.  Don't be put off by the generally bleak tone: this is a compelling read and you will soon become engrossed as the private dramas unfold.  Be prepared for humour, pathos and menace in equal measure! 


",Fairly Bleak
22,Feast Days,https://www.amazon.co.uk/dp/0008298548?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Ian MacKenzie,"As the ‘trailing spouse’ of an American investment banker relocated to Brazil for his job, Emma becomes a detached social observer, mixing with other privileged women-who-lunch. Against a background of civil unrest, interracial and class conflict, this detachment highlights the disconnect between liberal empathy and real engagement: a vividly written and challenging message which pricks one's social conscience without being preachy. ",Fairly Bleak
23,Altai,https://www.amazon.co.uk/dp/1781680760?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Wu Ming,"An historical adventure and sprawling epic telling of the real conflicts between 16C Mediterranean Jewish, Muslim and Christian communities, told through the eyes of a fictional hero. Written by a renowned Italian writing collective I found this to be initially quite hard to get into and never fully got attached or invested in the stories or characters. An interesting, wide-reaching and very descriptive read but overall somewhat detached.<br /><br /><br />",Fairly Bleak
24,Tangerine,https://www.amazon.co.uk/dp/B075WYVKWW?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Christine Mangan,"Ripley meets Single White Female, that’s the vibe which describes this psychological thriller best I think. The two sides of an exotic Moroccan town add to the suspense. All I could do was read until the wee hours.",Fairly Bleak
0,The Remainder,https://www.amazon.co.uk/dp/1911508326?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Alia Trabucco Zerán,"Three young adults : Iquela, Paloma and Felipe begin a search.  They are searching in Chile for Paloma's mother's dead body.  However they seem to be searching to 'find themselves'. This journey of self discovery is there but it is hidden amongst the prose and grandeur text.  Trying to find the story was a bit like a bird trying to find the worm in the soil.  They know its there and know when they find it it's going to be interesting and juicy!",Definitely Bleak
1,Ghost  MacIndoe,https://www.amazon.co.uk/dp/1841152285?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jonathan Buckley,"A picture of one man's post-war life, built up from the memories of an 'ordinary' person.  A decidedly unemotional take on life-changing events - few feelings on show here.
",Definitely Bleak
2,The Blue Between Sky and Water,https://www.amazon.co.uk/dp/1408865122?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Susan Abulhawa,"This is a story of the Palestinian struggle told through several generations of a family. It was easy to empathise with the characters in Gaza, especially Nazmiyeh, a strong woman with a wicked tongue, but I struggled with the character of Nur, an abused Palestinian girl raised in the USA and whose story felt, to me, a little contrived. Nevertheless, I learned a lot from this moving and poetic novel.  ",Definitely Bleak
